date,ticker,code,VolumeFactor,PriceFactor
2025-11-12,ADBE,Software,0.21662921348314607,0.5849438202247191
2025-11-11,ADBE,Software,0.21191011235955054,0.5882022471910112
2025-11-10,ADBE,Software,0.19820224719101126,0.6365168539325843
2025-11-07,ADBE,Software,0.19831460674157303,0.6605617977528089
2025-11-06,ADBE,Software,0.19280898876404493,0.6803370786516854
2025-11-05,ADBE,Software,0.1933707865168539,0.6849438202247192
2025-11-04,ADBE,Software,0.19112359550561797,0.6842696629213484
2025-11-03,ADBE,Software,0.18382022471910112,0.6773033707865169
2025-10-31,ADBE,Software,0.2051685393258427,0.6658426966292135
2025-10-30,ADBE,Software,0.19415730337078652,0.662247191011236
2025-10-29,ADBE,Software,0.17224719101123592,0.6484269662921348
2025-10-28,ADBE,Software,0.2030337078651685,0.7368539325842697
2025-11-25,AFRM,Fintech,0.46078651685393257,0.2512921348314607
2025-11-24,AFRM,Fintech,0.42539325842696624,0.2606179775280899
2025-11-21,AFRM,Fintech,0.5423595505617977,0.26191011235955053
2025-11-20,AFRM,Fintech,0.558876404494382,0.27151685393258423
2025-11-19,AFRM,Fintech,0.549438202247191,0.26297752808988767
2025-11-18,AFRM,Fintech,0.59,0.5477528089887641
2025-11-17,AFRM,Fintech,0.5912359550561798,0.5558426966292135
2025-11-14,AFRM,Fintech,0.5980898876404493,0.5596629213483146
2025-11-13,AFRM,Fintech,0.6106741573033708,0.5808988764044943
2025-11-12,AFRM,Fintech,0.6060674157303371,0.5626966292134832
2025-11-11,AFRM,Fintech,0.5797752808988764,0.5886516853932584
2025-11-10,AFRM,Fintech,0.5569662921348314,0.5962921348314607
2025-11-07,AFRM,Fintech,0.5533707865168539,0.6159550561797752
2025-11-06,AFRM,Fintech,0.48393258426966296,0.6438202247191012
2025-11-05,AFRM,Fintech,0.5032584269662921,0.6970786516853933
2025-11-04,AFRM,Fintech,0.5092134831460674,0.7037078651685393
2025-11-03,AFRM,Fintech,0.5016853932584269,0.6829213483146068
2025-10-31,AFRM,Fintech,0.4591011235955057,0.6759550561797751
2025-10-30,AFRM,Fintech,0.45438202247191006,0.6839325842696629
2025-10-29,AFRM,Fintech,0.4706741573033707,0.6729213483146068
2025-10-28,AFRM,Fintech,0.5047191011235955,0.6940449438202247
2025-11-25,ALAB,Semiconductor,0.3585393258426966,0.2480337078651685
2025-11-24,ALAB,Semiconductor,0.32483146067415725,0.2515168539325843
2025-11-21,ALAB,Semiconductor,0.24471910112359552,0.24061797752808992
2025-11-20,ALAB,Semiconductor,0.24516853932584268,0.25207865168539323
2025-11-19,ALAB,Semiconductor,0.2520224719101124,0.23247191011235957
2025-11-18,ALAB,Semiconductor,0.25,0.23988764044943817
2025-11-17,ALAB,Semiconductor,0.2640449438202247,0.23814606741573033
2025-11-14,ALAB,Semiconductor,0.2958426966292134,0.2492696629213483
2025-11-13,ALAB,Semiconductor,0.3116853932584269,0.2491573033707865
2025-11-12,ALAB,Semiconductor,0.31955056179775276,0.27702247191011237
2025-11-11,ALAB,Semiconductor,0.3266292134831461,0.2851685393258427
2025-11-10,ALAB,Semiconductor,0.3601123595505618,0.3555056179775281
2025-11-07,ALAB,Semiconductor,0.35258426966292133,0.34595505617977523
2025-11-06,ALAB,Semiconductor,0.3559550561797753,0.3251685393258427
2025-11-05,ALAB,Semiconductor,0.3693258426966292,0.3430337078651685
2025-11-04,ALAB,Semiconductor,0.3347191011235955,0.3155056179775281
2025-11-03,ALAB,Semiconductor,0.34483146067415726,0.41314606741573034
2025-10-31,ALAB,Semiconductor,0.34584269662921346,0.3664044943820225
2025-10-30,ALAB,Semiconductor,0.30617977528089885,0.39528089887640444
2025-10-29,ALAB,Semiconductor,0.35617977528089884,0.3469662921348315
2025-10-28,ALAB,Semiconductor,0.33898876404494377,0.3482022471910112
2025-11-25,AMD,Semiconductor,0.5917977528089888,0.47853932584269665
2025-11-24,AMD,Semiconductor,0.5971910112359551,0.4766292134831461
2025-11-21,AMD,Semiconductor,0.6158426966292135,0.46078651685393257
2025-11-20,AMD,Semiconductor,0.6182022471910111,0.38921348314606746
2025-11-19,AMD,Semiconductor,0.6093258426966291,0.45393258426966293
2025-11-18,AMD,Semiconductor,0.6370786516853932,0.4546067415730337
2025-11-17,AMD,Semiconductor,0.6450561797752808,0.4592134831460674
2025-11-14,AMD,Semiconductor,0.6547191011235954,0.44797752808988767
2025-11-13,AMD,Semiconductor,0.6452808988764045,0.4610112359550562
2025-11-12,AMD,Semiconductor,0.6403370786516853,0.45977528089887637
2025-11-11,AMD,Semiconductor,0.6151685393258427,0.4398876404494382
2025-11-10,AMD,Semiconductor,0.618876404494382,0.4404494382022472
2025-11-07,AMD,Semiconductor,0.5917977528089888,0.45831460674157304
2025-11-06,AMD,Semiconductor,0.6260674157303371,0.4485393258426967
2025-11-05,AMD,Semiconductor,0.6556179775280899,0.44910112359550564
2025-11-04,AMD,Semiconductor,0.6798876404494383,0.36977528089887646
2025-11-03,AMD,Semiconductor,0.6541573033707866,0.368314606741573
2025-10-31,AMD,Semiconductor,0.6767415730337077,0.14460674157303371
2025-10-30,AMD,Semiconductor,0.6906741573033708,0.08168539325842696
2025-10-29,AMD,Semiconductor,0.65,0.08426966292134831
2025-10-28,AMD,Semiconductor,0.6308988764044944,0.0949438202247191
2025-11-25,AMZN,Mag 7,0.6477528089887641,0.39269662921348314
2025-11-24,AMZN,Mag 7,0.632808988764045,0.3989887640449438
2025-11-21,AMZN,Mag 7,0.6261797752808989,0.3957303370786517
2025-11-20,AMZN,Mag 7,0.5958426966292134,0.3761797752808989
2025-11-19,AMZN,Mag 7,0.5931460674157303,0.37359550561797755
2025-11-18,AMZN,Mag 7,0.5748314606741572,0.3642696629213483
2025-11-17,AMZN,Mag 7,0.5725842696629213,0.35730337078651686
2025-11-14,AMZN,Mag 7,0.5738202247191011,0.35191011235955055
2025-11-13,AMZN,Mag 7,0.5625842696629214,0.3344943820224719
2025-11-12,AMZN,Mag 7,0.5595505617977528,0.34089887640449434
2025-11-11,AMZN,Mag 7,0.5502247191011237,0.37494382022471906
2025-11-10,AMZN,Mag 7,0.5396629213483146,0.3848314606741573
2025-11-07,AMZN,Mag 7,0.537752808988764,0.4001123595505618
2025-11-06,AMZN,Mag 7,0.5720224719101125,0.38101123595505615
2025-11-05,AMZN,Mag 7,0.571123595505618,0.37494382022471906
2025-11-04,AMZN,Mag 7,0.5907865168539326,0.3892134831460674
2025-11-03,AMZN,Mag 7,0.5586516853932585,0.40988764044943815
2025-10-31,AMZN,Mag 7,0.4710112359550562,0.4589887640449438
2025-10-30,AMZN,Mag 7,0.38932584269662923,0.6696629213483146
2025-10-29,AMZN,Mag 7,0.43494382022471906,0.782247191011236
2025-10-28,AMZN,Mag 7,0.4360674157303371,0.769438202247191
2025-11-25,ANET,AI,0.4799999999999999,0.4764044943820225
2025-11-24,ANET,AI,0.4539325842696629,0.4967415730337078
2025-11-21,ANET,AI,0.4621348314606742,0.25320224719101125
2025-11-20,ANET,AI,0.47460674157303373,0.261123595505618
2025-11-19,ANET,AI,0.47415730337078654,0.4777528089887641
2025-11-18,ANET,AI,0.47033707865168545,0.5021348314606742
2025-11-17,ANET,AI,0.461123595505618,0.5394382022471911
2025-11-14,ANET,AI,0.4551685393258427,0.5619101123595506
2025-11-13,ANET,AI,0.4329213483146067,0.5800000000000001
2025-11-12,ANET,AI,0.4414606741573034,0.6207865168539326
2025-11-11,ANET,AI,0.4329213483146067,0.6019101123595506
2025-11-10,ANET,AI,0.44224719101123594,0.5616853932584269
2025-11-07,ANET,AI,0.4495505617977528,0.513820224719101
2025-11-06,ANET,AI,0.4264044943820224,0.5397752808988764
2025-11-05,ANET,AI,0.4332584269662921,0.5344943820224719
2025-11-04,ANET,AI,0.478314606741573,0.4892134831460674
2025-11-03,ANET,AI,0.4567415730337078,0.6249438202247191
2025-10-31,ANET,AI,0.45662921348314606,0.6053932584269663
2025-10-30,ANET,AI,0.5086516853932584,0.6022471910112359
2025-10-29,ANET,AI,0.5478651685393259,0.6061797752808988
2025-10-28,ANET,AI,0.5316853932584269,0.5878651685393258
2025-11-25,APLD,AI,0.7079775280898877,0.341123595505618
2025-11-24,APLD,AI,0.7098876404494382,0.33033707865168543
2025-11-21,APLD,AI,0.7195505617977528,0.3878651685393258
2025-11-20,APLD,AI,0.7237078651685394,0.399438202247191
2025-11-19,APLD,AI,0.7138202247191011,0.35179775280898873
2025-11-18,APLD,AI,0.7196629213483147,0.3396629213483146
2025-11-17,APLD,AI,0.7265168539325841,0.2976404494382022
2025-11-14,APLD,AI,0.7149438202247191,0.27707865168539325
2025-11-13,APLD,AI,0.7123595505617977,0.27078651685393257
2025-11-12,APLD,AI,0.716629213483146,0.28146067415730336
2025-11-11,APLD,AI,0.7146067415730337,0.28483146067415727
2025-11-10,APLD,AI,0.7447191011235955,0.30831460674157307
2025-11-07,APLD,AI,0.7503370786516854,0.3302247191011236
2025-11-06,APLD,AI,0.7522471910112358,0.28337078651685393
2025-11-05,APLD,AI,0.7751685393258426,0.23898876404494385
2025-11-04,APLD,AI,0.7762921348314606,0.2250561797752809
2025-11-03,APLD,AI,0.7687640449438201,0.21808988764044943
2025-10-31,APLD,AI,0.7739325842696629,0.2444943820224719
2025-10-30,APLD,AI,0.7508988764044944,0.2504494382022472
2025-10-29,APLD,AI,0.7431460674157304,0.2257303370786517
2025-10-28,APLD,AI,0.7485393258426966,0.2543820224719101
2025-11-25,APP,Software,0.6619101123595504,0.5644943820224718
2025-11-24,APP,Software,0.6677528089887639,0.5742696629213483
2025-11-21,APP,Software,0.6675280898876403,0.5891011235955056
2025-11-20,APP,Software,0.6686516853932584,0.5989887640449437
2025-11-19,APP,Software,0.6596629213483146,0.5870786516853932
2025-11-18,APP,Software,0.658314606741573,0.6193258426966293
2025-11-17,APP,Software,0.6847191011235956,0.6280898876404495
2025-11-14,APP,Software,0.6451685393258426,0.6225842696629214
2025-11-13,APP,Software,0.6485393258426966,0.6355056179775281
2025-11-12,APP,Software,0.637191011235955,0.6543820224719101
2025-11-11,APP,Software,0.6362921348314606,0.6684269662921348
2025-11-10,APP,Software,0.6453932584269663,0.7496629213483146
2025-11-07,APP,Software,0.6766292134831461,0.7722471910112358
2025-11-06,APP,Software,0.6737078651685393,0.7721348314606741
2025-11-05,APP,Software,0.6621348314606741,0.7593258426966293
2025-11-04,APP,Software,0.6582022471910112,0.7670786516853931
2025-11-03,APP,Software,0.6673033707865168,0.7306741573033707
2025-10-31,APP,Software,0.6833707865168538,0.45808988764044944
2025-10-30,APP,Software,0.7555056179775281,0.44921348314606746
2025-10-29,APP,Software,0.7777528089887641,0.38056179775280896
2025-10-28,APP,Software,0.7738202247191012,0.3615730337078652
2025-11-25,ARM,Semiconductor,0.38022471910112354,0.5778651685393258
2025-11-24,ARM,Semiconductor,0.35033707865168534,0.5886516853932584
2025-11-21,ARM,Semiconductor,0.4107865168539326,0.5378651685393259
2025-11-20,ARM,Semiconductor,0.4184269662921348,0.5451685393258426
2025-11-19,ARM,Semiconductor,0.43719101123595505,0.5593258426966292
2025-11-18,ARM,Semiconductor,0.4314606741573034,0.5553932584269663
2025-11-17,ARM,Semiconductor,0.43483146067415723,0.5824719101123595
2025-11-14,ARM,Semiconductor,0.41247191011235956,0.5883146067415731
2025-11-13,ARM,Semiconductor,0.4303370786516854,0.5853932584269663
2025-11-12,ARM,Semiconductor,0.4084269662921348,0.6097752808988763
2025-11-11,ARM,Semiconductor,0.41617977528089883,0.6088764044943821
2025-11-10,ARM,Semiconductor,0.4501123595505617,0.5635955056179776
2025-11-07,ARM,Semiconductor,0.448876404494382,0.4229213483146067
2025-11-06,ARM,Semiconductor,0.45921348314606736,0.36595505617977525
2025-11-05,ARM,Semiconductor,0.48359550561797754,0.33865168539325846
2025-11-04,ARM,Semiconductor,0.5215730337078651,0.29483146067415733
2025-11-03,ARM,Semiconductor,0.5217977528089887,0.3053932584269663
2025-10-31,ARM,Semiconductor,0.5384269662921348,0.3006741573033708
2025-10-30,ARM,Semiconductor,0.47651685393258425,0.28921348314606743
2025-10-29,ARM,Semiconductor,0.4446067415730337,0.2593258426966292
2025-10-28,ARM,Semiconductor,0.4474157303370786,0.31449438202247193
2025-11-25,ASML,Semiconductor,0.7061797752808988,0.792808988764045
2025-11-24,ASML,Semiconductor,0.6830337078651685,0.8124719101123595
2025-11-21,ASML,Semiconductor,0.6907865168539326,0.7640449438202247
2025-11-20,ASML,Semiconductor,0.6852808988764045,0.7895505617977528
2025-11-19,ASML,Semiconductor,0.6844943820224719,0.8433707865168539
2025-11-18,ASML,Semiconductor,0.6696629213483146,0.8647191011235954
2025-11-17,ASML,Semiconductor,0.6613483146067416,0.8617977528089887
2025-11-14,ASML,Semiconductor,0.6478651685393259,0.8541573033707864
2025-11-13,ASML,Semiconductor,0.6552808988764045,0.8640449438202247
2025-11-12,ASML,Semiconductor,0.6620224719101123,0.8411235955056179
2025-11-11,ASML,Semiconductor,0.6810112359550562,0.7921348314606741
2025-11-10,ASML,Semiconductor,0.6814606741573035,0.7749438202247191
2025-11-07,ASML,Semiconductor,0.6932584269662921,0.724494382022472
2025-11-06,ASML,Semiconductor,0.6961797752808989,0.6695505617977529
2025-11-05,ASML,Semiconductor,0.692808988764045,0.6513483146067416
2025-11-04,ASML,Semiconductor,0.7102247191011236,0.6439325842696629
2025-11-03,ASML,Semiconductor,0.7061797752808988,0.5700000000000001
2025-10-31,ASML,Semiconductor,0.7053932584269663,0.5824719101123595
2025-10-30,ASML,Semiconductor,0.7214606741573033,0.5867415730337079
2025-10-29,ASML,Semiconductor,0.7384269662921348,0.5396629213483146
2025-10-28,ASML,Semiconductor,0.7387640449438201,0.542247191011236
2025-11-25,ASTS,Space,0.5851685393258427,0.49898876404494386
2025-11-24,ASTS,Space,0.5778651685393258,0.5097752808988765
2025-11-21,ASTS,Space,0.5962921348314606,0.47022471910112357
2025-11-20,ASTS,Space,0.5566292134831461,0.4843820224719101
2025-11-19,ASTS,Space,0.5602247191011235,0.5558426966292135
2025-11-18,ASTS,Space,0.6166292134831461,0.519438202247191
2025-11-17,ASTS,Space,0.614943820224719,0.5028089887640449
2025-11-14,ASTS,Space,0.6168539325842696,0.4815730337078651
2025-11-13,ASTS,Space,0.6279775280898876,0.44483146067415735
2025-11-12,ASTS,Space,0.643370786516854,0.3406741573033708
2025-11-11,ASTS,Space,0.6514606741573034,0.3325842696629213
2025-11-10,ASTS,Space,0.6807865168539325,0.28460674157303373
2025-11-07,ASTS,Space,0.6967415730337079,0.2751685393258427
2025-11-06,ASTS,Space,0.6817977528089887,0.3095505617977528
2025-11-05,ASTS,Space,0.693258426966292,0.2746067415730337
2025-11-04,ASTS,Space,0.7396629213483146,0.24842696629213482
2025-11-03,ASTS,Space,0.7373033707865168,0.21303370786516854
2025-10-31,ASTS,Space,0.7392134831460675,0.25157303370786516
2025-10-30,ASTS,Space,0.7292134831460674,0.2465168539325843
2025-10-29,ASTS,Space,0.728876404494382,0.15932584269662922
2025-10-28,ASTS,Space,0.7159550561797753,0.08820224719101122
2025-11-25,AVGO,Semiconductor,0.5646067415730337,0.599438202247191
2025-11-24,AVGO,Semiconductor,0.5488764044943819,0.6037078651685392
2025-11-21,AVGO,Semiconductor,0.5148314606741573,0.7247191011235955
2025-11-20,AVGO,Semiconductor,0.5226966292134831,0.7158426966292135
2025-11-19,AVGO,Semiconductor,0.5257303370786516,0.7330337078651685
2025-11-18,AVGO,Semiconductor,0.5153932584269663,0.7717977528089888
2025-11-17,AVGO,Semiconductor,0.5257303370786517,0.7705617977528089
2025-11-14,AVGO,Semiconductor,0.5137078651685394,0.7935955056179775
2025-11-13,AVGO,Semiconductor,0.47741573033707874,0.7934831460674157
2025-11-12,AVGO,Semiconductor,0.4701123595505618,0.8079775280898878
2025-11-11,AVGO,Semiconductor,0.46988764044943815,0.7801123595505618
2025-11-10,AVGO,Semiconductor,0.45887640449438194,0.7561797752808989
2025-11-07,AVGO,Semiconductor,0.4674157303370786,0.6404494382022472
2025-11-06,AVGO,Semiconductor,0.502808988764045,0.5834831460674157
2025-11-05,AVGO,Semiconductor,0.4785393258426966,0.5446067415730337
2025-11-04,AVGO,Semiconductor,0.48235955056179775,0.5182022471910113
2025-11-03,AVGO,Semiconductor,0.4756179775280899,0.5392134831460674
2025-10-31,AVGO,Semiconductor,0.479438202247191,0.5510112359550562
2025-10-30,AVGO,Semiconductor,0.46370786516853935,0.5491011235955057
2025-10-29,AVGO,Semiconductor,0.5087640449438202,0.5432584269662921
2025-10-28,AVGO,Semiconductor,0.45561797752808986,0.5810112359550562
2025-11-25,AXON,Defense,0.3201123595505618,0.18853932584269664
2025-11-24,AXON,Defense,0.3341573033707865,0.18724719101123596
2025-11-21,AXON,Defense,0.34292134831460674,0.17073033707865168
2025-11-20,AXON,Defense,0.34292134831460674,0.15483146067415732
2025-11-19,AXON,Defense,0.3430337078651685,0.144438202247191
2025-11-18,AXON,Defense,0.3537078651685393,0.13870786516853933
2025-11-17,AXON,Defense,0.36022471910112364,0.13904494382022473
2025-11-14,AXON,Defense,0.3551685393258427,0.14786516853932583
2025-11-13,AXON,Defense,0.3729213483146067,0.1535393258426966
2025-11-12,AXON,Defense,0.3855056179775281,0.1650561797752809
2025-11-11,AXON,Defense,0.389438202247191,0.13893258426966293
2025-11-10,AXON,Defense,0.40067415730337075,0.16061797752808987
2025-11-07,AXON,Defense,0.45561797752808986,0.185
2025-11-06,AXON,Defense,0.3946067415730337,0.20247191011235954
2025-11-05,AXON,Defense,0.3942696629213483,0.21882022471910112
2025-11-04,AXON,Defense,0.4432584269662921,0.3235393258426966
2025-11-03,AXON,Defense,0.4380898876404494,0.32095505617977527
2025-10-31,AXON,Defense,0.4161797752808989,0.750561797752809
2025-10-30,AXON,Defense,0.46696629213483143,0.750561797752809
2025-10-29,AXON,Defense,0.4314606741573034,0.7315730337078652
2025-10-28,AXON,Defense,0.49224719101123593,0.7221348314606741
2025-11-25,BABA,China,0.4580898876404495,0.7459550561797753
2025-11-24,BABA,China,0.5186516853932585,0.7696629213483146
2025-11-21,BABA,China,0.5751685393258428,0.7775280898876404
2025-11-20,BABA,China,0.5424719101123595,0.7762921348314606
2025-11-19,BABA,China,0.5214606741573033,0.7708988764044945
2025-11-18,BABA,China,0.5022471910112359,0.7814606741573032
2025-11-17,BABA,China,0.5070786516853932,0.7774157303370786
2025-11-14,BABA,China,0.48932584269662927,0.7667415730337079
2025-11-13,BABA,China,0.5116853932584269,0.8035955056179775
2025-11-12,BABA,China,0.5034831460674157,0.8029213483146067
2025-11-11,BABA,China,0.5173033707865168,0.8266292134831461
2025-11-10,BABA,China,0.5244943820224718,0.820561797752809
2025-11-07,BABA,China,0.5338202247191011,0.7817977528089888
2025-11-06,BABA,China,0.5723595505617978,0.7260674157303371
2025-11-05,BABA,China,0.582808988764045,0.6647191011235956
2025-11-04,BABA,China,0.6403370786516854,0.6561797752808989
2025-11-03,BABA,China,0.6043820224719101,0.561123595505618
2025-10-31,BABA,China,0.6111235955056179,0.5624719101123595
2025-10-30,BABA,China,0.6161797752808988,0.5364044943820225
2025-10-29,BABA,China,0.6369662921348315,0.482247191011236
2025-10-28,BABA,China,0.618314606741573,0.47483146067415727
2025-11-25,BBAI,AI,0.719438202247191,0.3476404494382022
2025-11-24,BBAI,AI,0.7535955056179775,0.34415730337078654
2025-11-21,BBAI,AI,0.7838202247191012,0.36483146067415734
2025-11-20,BBAI,AI,0.813932584269663,0.3830337078651685
2025-11-19,BBAI,AI,0.8085393258426966,0.37662921348314604
2025-11-18,BBAI,AI,0.8110112359550562,0.37303370786516854
2025-11-17,BBAI,AI,0.8056179775280901,0.3779775280898876
2025-11-14,BBAI,AI,0.8122471910112359,0.4180898876404494
2025-11-13,BBAI,AI,0.8131460674157303,0.4230337078651686
2025-11-12,BBAI,AI,0.8041573033707865,0.3851685393258427
2025-11-11,BBAI,AI,0.7737078651685393,0.44707865168539324
2025-11-10,BBAI,AI,0.7185393258426966,0.4485393258426966
2025-11-07,BBAI,AI,0.7250561797752809,0.14685393258426965
2025-11-06,BBAI,AI,0.7451685393258426,0.15207865168539325
2025-11-05,BBAI,AI,0.7287640449438202,0.2841573033707865
2025-11-04,BBAI,AI,0.6919101123595506,0.14134831460674158
2025-11-03,BBAI,AI,0.6514606741573035,0.14
2025-10-31,BBAI,AI,0.6832584269662921,0.29932584269662926
2025-10-30,BBAI,AI,0.6574157303370787,0.3298876404494382
2025-10-29,BBAI,AI,0.6579775280898877,0.3008988764044944
2025-10-28,BBAI,AI,0.6255056179775281,0.2825842696629214
2025-11-25,BMNR,Crypto,0.4762921348314607,0.11084269662921348
2025-11-24,BMNR,Crypto,0.5019101123595505,0.1193258426966292
2025-11-21,BMNR,Crypto,0.46943820224719096,0.1502247191011236
2025-11-20,BMNR,Crypto,0.4613483146067416,0.14786516853932585
2025-11-19,BMNR,Crypto,0.4470786516853933,0.1598314606741573
2025-11-18,BMNR,Crypto,0.46842696629213487,0.1751123595505618
2025-11-17,BMNR,Crypto,0.4232584269662922,0.18859550561797753
2025-11-14,BMNR,Crypto,0.4559550561797753,0.20123595505617978
2025-11-13,BMNR,Crypto,0.4549438202247191,0.21382022471910114
2025-11-12,BMNR,Crypto,0.487752808988764,0.21915730337078654
2025-11-11,BMNR,Crypto,0.47280898876404487,0.22376404494382024
2025-11-10,BMNR,Crypto,0.4579775280898876,0.2201123595505618
2025-11-07,BMNR,Crypto,0.4249438202247191,0.23601123595505616
2025-11-06,BMNR,Crypto,0.4241573033707865,0.24713483146067416
2025-11-05,BMNR,Crypto,0.3910112359550562,0.5502247191011236
2025-11-04,BMNR,Crypto,0.45224719101123595,0.5730337078651685
2025-11-03,BMNR,Crypto,0.5275280898876404,0.5824719101123595
2025-10-31,BMNR,Crypto,0.5458426966292136,0.5678651685393259
2025-10-30,BMNR,Crypto,0.6086516853932584,0.5658426966292135
2025-10-29,BMNR,Crypto,0.6395505617977528,0.5879775280898877
2025-10-28,BMNR,Crypto,0.6592134831460674,0.5915730337078652
2025-11-25,BULL,China,0.2538202247191011,0.25825842696629214
2025-11-24,BULL,China,0.24146067415730332,0.25685393258426964
2025-11-21,BULL,China,0.25640449438202245,0.2593820224719101
2025-11-20,BULL,China,0.20112359550561798,0.242752808988764
2025-11-19,BULL,China,0.17235955056179775,0.2438202247191011
2025-11-18,BULL,China,0.17280898876404494,0.24702247191011237
2025-11-17,BULL,China,0.18292134831460674,0.2558426966292135
2025-11-14,BULL,China,0.18224719101123596,0.2596629213483146
2025-11-13,BULL,China,0.19101123595505617,0.2560674157303371
2025-11-12,BULL,China,0.19707865168539326,0.27499999999999997
2025-11-11,BULL,China,0.20247191011235957,0.2785955056179775
2025-11-10,BULL,China,0.22269662921348313,0.27887640449438206
2025-11-07,BULL,China,0.23078651685393262,0.28629213483146065
2025-11-06,BULL,China,0.2408988764044944,0.2750561797752809
2025-11-05,BULL,China,0.24359550561797752,0.25674157303370787
2025-11-04,BULL,China,0.2525842696629213,0.2596067415730337
2025-11-03,BULL,China,0.2553932584269663,0.25410112359550563
2025-10-31,BULL,China,0.25134831460674156,0.24528089887640447
2025-10-30,BULL,China,0.2508988764044944,0.25112359550561797
2025-10-29,BULL,China,0.24617977528089885,0.24213483146067413
2025-10-28,BULL,China,0.24483146067415731,0.24067415730337077
2025-11-25,CEG,Clean,0.6153932584269662,0.5667415730337079
2025-11-24,CEG,Clean,0.5904494382022472,0.5501123595505618
2025-11-21,CEG,Clean,0.617191011235955,0.5619101123595506
2025-11-20,CEG,Clean,0.623932584269663,0.47887640449438207
2025-11-19,CEG,Clean,0.6184269662921348,0.4502247191011236
2025-11-18,CEG,Clean,0.5999999999999999,0.46887640449438206
2025-11-17,CEG,Clean,0.5801123595505617,0.4619101123595506
2025-11-14,CEG,Clean,0.5424719101123595,0.42359550561797754
2025-11-13,CEG,Clean,0.49865168539325844,0.42146067415730337
2025-11-12,CEG,Clean,0.4939325842696629,0.4029213483146068
2025-11-11,CEG,Clean,0.48966292134831463,0.35460674157303373
2025-11-10,CEG,Clean,0.4955056179775281,0.35146067415730337
2025-11-07,CEG,Clean,0.46191011235955054,0.34685393258426966
2025-11-06,CEG,Clean,0.3693258426966292,0.36921348314606744
